题目,朝代,作者,内容,来源,词牌
"南乡子","宋","周邦彦","秋气绕城闉。暮角寒鸦未掩门。记得佳人冲雨别，吟分。别绪多于雨后云。小棹碧溪津。恰似江南第一春。应是采莲闲伴侣，相寻。收取莲心与旧人。寒夜梦初醒。行尽江南万里程。早是愁来无会处，时听。败叶相传细雨声。书信也无凭。万事由他别后情。谁信归来须及早，长亭。短帽轻衫走马迎。","Werneror",""
"南乡子","宋","贺铸","秋半雨凉天。望后清蟾未破圆。二十四桥游冶处，留连。携手娇饶步步莲。眉宇有馀妍。初破瓜时正妙年。玉局弹棋无限意，缠绵。肠断吴蚕两处眠。柳岸舣兰舟。更结东山谢氏游。红泪清歌催落景，回头。□出尊前一段愁。东水漫西流。谁道行云肯驻留。无限鲜飙吹芷若，汀洲。生羡鸳鸯得自由。","Werneror",""
"南乡子","宋","蔡伸","天外雨初收。风紧云轻已变秋。邂逅故人同一笑，迟留。聚散人生宜自谋。去路指南州。万顷云涛一叶舟。莫话太湖波浪险，归休。人在溪边正倚楼。木落雁南翔。锦鲤殷勤为渡江。泪墨银钩相忆字，成行。滴损云笺小凤皇。陈事费思量。回首烟波卷夕阳。尽道凭书聊破恨，难忘。及至书来更断肠。","Werneror",""
"南乡子","宋","欧阳修","翠密红繁。水国凉生未是寒。雨打荷花珠不定，轻翻。冷泼鸳鸯锦翅斑。尽日凭阑。弄蕊拈花仔细看。偷得袅蹄新铸样，无端。藏在红房艳粉间。雨后斜阳。细细风来细细香。风定波平花映水，休藏。照出轻盈半面妆。路隔秋江。莲子深深隐翠房。意在莲心无问处，难忘。泪裛红腮不记行。","Werneror",""
"南乡子","宋","太学诸生","洪迈被拘留。稽首垂哀告彼酋。七日忍饥犹不耐，堪羞。苏武争禁十九秋。厥父既无谋。厥子安能解国忧。万里归来夸舌辨，村牛。好摆头时便摆头。","Werneror",""
"南乡子","宋","方千里","西北有高楼。淡霭残烟渐渐收。几阵凉风生客袖，飕飕。心逐年华衮衮流。花卉满前头。老懒心情万事休。独倚栏干无一语，回眸。鼓角声中唤起愁。","Werneror",""
"南乡子","宋","石孝友","梅雪弄芳馨。饯日迎辰契月蓂。争着琴堂称贺处，娉婷。满捧霞觞璨鲤庭。鹤等更龟龄。八十仙翁醉复醒。好倩洛阳驰誉手，丹青。乞与人间作寿星。","Werneror",""
"南乡子","宋","孙惟信","璧月小红楼。听得吹箫忆旧游。霜冷阑干天似水，扬州。薄倖声名总是愁。尘暗鹔鹴裘。针线曾劳玉指柔。一梦觉来三十载，休休。空为梅花白了头。","Werneror",""
"南乡子","宋","朱埴","花柳隔重扃。送过秋千笑语声。檐鹊也嗔人起晚，天晴。孤负东风趁踏青。细细砑红绫。小字相思写不成。心上可人云样远，寒盟。只恐恩情薄似云。","Werneror",""
"南乡子","宋","吴亿","江上雪初消。暖日晴烟弄柳条。认得裙腰芳草路，魂消。曾折梅花过断桥。潘鬓为谁凋。长恨金闺闭阿娇。遥想晚妆呵手罢，夭饶。更傍珠唇暖玉箫。","Werneror",""
"南乡子","宋","吴潜","去岁牡丹时。几遍西湖把酒卮。一种姚黄偏韵雅，相宜。薄薄梳妆淡淡眉。回首绿杨堤。依旧黄鹂紫燕飞。人在天涯春在眼，凄迷。不比巫山尚有期。","Werneror",""
"南乡子","宋","张炎","野色一桥分。活水流云直到门。落叶堆篱从不扫，开尊。醉里教儿诵楚文。隔断马蹄痕。商鼎熏花独自闻。吟思更添清绝处，黄昏。月白枝寒雪满村。","Werneror",""
"南乡子","宋","张浚","迟日惠风柔。桃李成阴绿渐稠。把酒樽前逢盛旦，凝眸。十里松湖瑞气浮。功业古难侔。宜在凌烟更上头。已向眉间浮喜气，风流。千岁三分万户侯。","Werneror",""
"南乡子","宋","汪莘","茅舍起疏烟。家在寒溪阿那边。修竹当篱梅当户，萧然。问是尧天是葛天。风雨入新年。惟恐春阴咽管弦。绿酒一樽歌一曲，人传。不属天仙属散仙。","Werneror",""
"南乡子","宋","沈唐","朝觐俯尧阶。宠拜新恩天上回。欢动边城十万户，民怀。荣见旌旗却再来。清晓敞铃齐。庭下鸣鼍绮宴开。红袖两行频捧劝，金□。利市应销十二钗。","Werneror",""
"南乡子","宋","花仲胤","顿首起情人。即日恭维问好音。接得彩笺词一首，堪惊。题起词名恨转生。展转意多情。寄与音书不志诚。不写伊川题尹字，无心。料想伊家不要人。","Werneror",""
"南乡子","宋","陈允平","归雁转西楼。薄幸音书日日收。旧恨却凭红叶去，飕飗。春水多情日夜流。杨柳曲江头。烟里青青恨不休。九十韶光风雨半，回眸。一片花飞一片愁。","Werneror",""
"南乡子","宋","陈亮","风雨满蘋洲。绣阁银屏一夜秋。当日袜尘何处去，溪楼。怎对烟波不泪流。天际目归舟。浪卷涛翻一叶浮。也似我侬魂不定，悠悠。宋玉方悲庾信愁。","Werneror",""
"南乡子","宋","林伯镇","弥诞秩初筵。催舞春雷杂管弦。惊破梅梢香喷雪，都缘。王母瑶池会列仙。残腊嫩寒天。恰在正朝两日前。搀借椒花先献寿，新元。重数壬辰第一年。","Werneror",""
"南乡子","宋","秦观","月色满湖村。枫叶芦花共断魂。好个霜天堪把盏，芳樽。一榻凝尘空掩门。此意与谁论。独倚阑干看雁群。篱下黄花开遍了，东君。一向天涯信不闻。","Werneror",""
"南乡子","宋","洪咨夔","风雨过芳晨。多少愁红恨紫尘。两点眉尖凝远碧，纷纷。又被杨花误一春。金凤压娇云。睡起纱窗背欠伸。心事欲言言不尽，沈沈。乳燕雏莺触拨人。","Werneror",""
"南乡子","宋","荣諲","江上野梅芳。粉色盈盈照路傍。闲折一枝和雪嗅，思量。似个人人玉体香。特地起愁肠。此恨谁人与寄将。山馆寂寥天欲暮，凄凉。人转迢迢路转长。","Werneror",""
"南乡子","宋","赵葵","束发领西藩。百万雄兵掌握间，召到庙堂无一事，遭弹。昨日公卿今日闲。拂晓出长安。莫待西风割面寒。羞见钱塘江上柳，何颜。瘦仆牵驴过远山。","Werneror",""
"南乡子","宋","贾奕","闲步小楼前。见个佳人貌类仙。暗想圣情浑似梦，追欢。执手兰房恣意怜。一夜说盟言。满掬沉檀喷瑞烟。报道早朝归去晚，回銮。留下鲛绡当宿钱。","Werneror",""
"南乡子","宋","黄机","帘幕閟深沈。灯暗香销夜正深。花落画檐鸣细雨，岑岑。滴破相思万里心。晓色未平分。翠被寒生不自禁。待得梦成翻恶况，堪颦。飞雁新来也误人。","Werneror",""
"南乡子","宋","黄叔达","落帽晚风回。又报黄花一番开。扶杖老人心未老，堪咍。漫有才情付与谁。芳意正徘徊。传与西风且慢吹。明日馀尊还共倒，重来。未必秋香一夜衰。","Werneror",""
"南乡子","宋","程垓","几日诉离尊。歌尽阳关不忍分。此度天涯真个去，销魂。相送黄花落叶村。斜日又黄昏。萧寺无人半掩门。今夜粉香明月泪，休论。只要罗巾记旧痕。","Werneror",""
"南乡子","宋","谢逸","浅色染春衣。衣上双双小雁飞。袖卷藕丝寒玉瘦，弹棋。赢得尊前酒一卮。冰雪拂胭脂。绛蜡香融落日西。唱彻阳关人欲去，依依。醉眼横波翠黛低。","Werneror",""
"南乡子","宋","谢福娘","闲傍药栏西。正是春光三月时。深紫浅红光照眼，依稀。有似西施醉枕敧。摘放胆瓶儿。冷艳幽光映酒卮。曾记古人题品语，祆知。今夜花王得艳妻。","Werneror",""
"南乡子","宋","虞刚简","儿有掌中杯。但把归期苦苦催。奕世衣冠仍上第，公台。元自诗书里面来。秋色为渠开。先我梁山马首回。猿鹤莫轻窥蕙帐，惊猜。抬步归休亦乐哉。","Werneror",""
"南乡子","宋","潘熊飞","十日后重阳。甘菊阶前满意黄。生日无钱留贺客，何妨。尚有儿曹理寿觞。双鬓已沧浪。休问金门与玉堂。二仲相期三径在，徜徉。何用功成似子房。","Werneror",""
"南乡子","宋","薛燧","柳色锁重楼。楼上轻寒不满钩。堆径落红深半指，悠悠。飞絮帘栊几许愁。逐日望归舟。暖藕全宽玉臂韝。待得君来春去也，休休。未老鸳鸯早白头。","Werneror",""
"南乡子","宋","苏轼","旌旆满江湖。诏发楼船万舳舻。投笔将军因笑我，迂儒。帕首腰刀是丈夫。粉泪怨离居。喜子垂窗报捷书。试问伏波三万语，何如。一斛明珠换绿珠。","Werneror",""
"南乡子","宋","贺怜怜","勉强赠行装。愿尔长驱扫夏凉。威镇雷霆传号令，轩昂。万里封侯相自当。功绩载旂常。恩宠朝端谁比方。衣锦归来携两袖，天香。散作春风满洛阳。","Werneror",""
"南乡子","宋","韩世忠","人有几何般。富贵荣华总是闲。自古英雄都如梦，为官。宝玉妻男宿业缠。年迈衰残。鬓发苍浪骨髓乾。不道山林有好处，贪欢。只恐痴迷误了贤。","Werneror",""
"南乡子","宋","吴某","楼台里、东风淡荡。乍卷珠帘新燕入。","Werneror",""
"朝中措","宋","朱敦儒","先生馋病老难医。赤米餍晨炊。自种畦中白菜，腌成瓮里黄齑。肥葱细点，香油慢煼，汤饼如丝。早晚一杯无害，神仙九转休痴。先生筇杖是生涯。挑月更担花。把住都无憎爱，放行总是烟霞。飘然携去，旗亭问酒，萧寺寻茶。恰似黄鹂无定，不知飞到谁家。当年弹铗五陵间。行处万人看。雪猎星飞羽箭，春游花簇雕鞍。飘零到此，天涯倦客，海上苍颜。多谢江南苏小，尊前怪我青衫。闲愁无奈指频弹。芳景为谁残。可惜良宵虚过，且容草草谋欢。招要楚雨，留连汉佩，多谢青鸾。浓艳暗香争暖，罗帷不用遮寒。元宵初过少吹弹。楼角彩灯残。踏雪闲寻深院，携壶试觅幽欢。麻姑暂语，文君未寝，五老双鸾。要共梅花同晓，薄罗不耐春寒。夜来听雪晓来看。惊失却尘寰。摇撼琼林玉树，心疑身是仙官。乘风缥缈，凌空径去，不怕高寒。却被孤鸿相劝，何如且在人间。新来省悟一生痴。寻觅上天梯。抛失眼前活计，踏翻暗里危机。莫言就错，真须悔过，休更迟疑。要识天苏陀味，元来只是黄齑。登临何处自销忧。直北看扬州。朱雀桥边晚市，石头城下新秋。昔人何在，悲凉故国，寂寞潮头。个是一场春梦，长江不住东流。胸中尘土久无奇。今夕借清辉。歌纵群英诸彦，舞狂蕙带荷衣。鸳鸯湖上，波平岸远，酒酽鱼肥。好是中秋圆月，分明天下人知。红稀绿暗掩重门。芳径罢追寻。已是老于前岁，那堪穷似他人。一杯自劝，江湖倦客，风雨残春。不是酴醾相伴，如何过得黄昏。","Werneror",""
"朝中措","宋","赵彦端","山矾风味更梨花。清白竞春华。试问西园清夜，何如山崦人家。楚东千嶂，吴江一棹，云路非赊。惟有相思两地，可怜淡月朝霞。烧灯已过禁烟前。春信递相传。柳暗乍迷津路，花暄欲照江天。天涯宾主，相逢老矣，一笑欢然。晚岁许同庐社，西风不买吴船。几枝筇竹半烟云。钟鼓醉中闻。千点好山馀思，一湾流水能分。多情皓月，轮栖夜午，光动风文。看取清闲宾主，犹胜富贵封君。西城烟雾一重重。潇洒便秋风。巧妒玉人装髻，无如禁钥难通。新声窈眇，怨传楚些，娇并吴宫。夜久三星为粲，皓娥宁为君容。","Werneror",""
"朝中措","宋","李之仪","腊穷天际傍危栏。密雪舞初残。表里江山如画，分明不似人间。功名何在，文章漫与，空叹流年。独恨归来已晚，半生孤负渔竿。暮山环翠绕层栏。时节岁将残。远雁不传家信，空能嘹唳云间。客程无尽，归心易感，谁与忘年。早晚临流凝望，饥帆催卸风竿。翰林豪放绝勾栏。风月感雕残。一旦荆溪仙子，笔头唤聚时间。锦袍如在，云山顿改，宛似当年。应笑溧阳衰尉，鲇鱼依旧悬竿。","Werneror",""
"朝中措","宋","赵长卿","柳林羃羃暮烟斜。秋水浅平沙。楼外碧天无际，紫山断处横霞。星稀渐觉，东檐隐月，凉到窗纱。多少伤怀往事，隔溪灯火人家。文章学业继家声。名誉压群英。早岁掀腾膴仕，如公富贵难并。定膺丹诏，朱轮迅召，陶冶苍生。自是盐梅姿质，伫看大手调羹。先生德行冠南丰。锦绣作心胸。暂屈徒劳州县，文章后进宗工。督邮纲纪，才高幕府，雅望尤崇。此去定膺光宠，且须满醉西东。","Werneror",""
"朝中措","宋","蔡伸","章台杨柳月依依。飞絮送春归。院宇日长人静，园林绿暗红稀。庭前花谢了，行云散后，物是人非。唯有一襟清泪，凭阑洒遍残枝。雨馀清镜湛秋容。屏展九华峰。万里闲云散尽，半规凉月当空。楼高夜永，凭阑笑语，此际谁同。端有妙人携手，翛然归路凌风。","Werneror",""
"朝中措","宋","周必大","月眉新画露珠圆。今夕正相鲜。欲导唐家诞节，先生汉相韦贤。悬知此去，莺迁春谷，鹗在秋天。班首算来旬岁，状头看取明年。九重深念朔庭空。良弼梦时中。擢第难遵常制，筑岩直继高风。明年东府，金钗珠履，列鼎鸣钟。良酝傥分焦革，早禾休浸曹公。","Werneror",""
"朝中措","宋","程垓","矮窗西畔翠荷香。人在小池塘。何事未拈棋局，却来闲倚胡床。金盆弄水，玉钗亸鬓，妆懒何妨。莫道困来不饮，今宵却恨天凉。片花飞后水东流。无计挽春留。香小谁栽杜若，梦回依旧扬州。破瓜年在，娇花艳冶，舞柳纤柔。莫道刘郎霜鬓，才情未放春休。","Werneror",""
"朝中措","宋","李吕","展屏山色翠连空。潇洒冠闽中。背郭元无尘事，披襟时有清风。君侯雅致，临流句丽，爱月情钟。乐府直追欧老，堂名新自陶翁。堂成开宴日无空。景占四时中。画栋翚飞星汉，雕阑锁断花风。薰人和气，清谈四坐，雅量千钟。早晚催归天仗，往来还记溪翁。","Werneror",""
"朝中措","宋","辛弃疾","绿萍池沼絮飞忙。花入蜜脾香。长怪春归何处，谁知个里迷藏。残云剩雨，些儿意思，直恁思量。不是莺声惊觉，梦中啼损红妆。夜深残月过山房。睡觉北窗凉。起绕中庭独步，一天星斗文章。朝来客话，山林钟鼎，那处难忘。君向沙头细问，白鸥知我行藏。","Werneror",""
"朝中措","宋","黄机","驳云行雨苦无多。晴也快如梭。春思正难拘束，客愁谁为销磨。寻花觅谶，传杯托意，种种蹉跎。消息不来云锦，泪痕湿满香罗。逢逢船鼓绿杨津。彼此是行人。先自离愁无数，那堪病酒伤春。岸花樯燕，低飞款语，满面殷勤。后会不知何日，因风时惠嘉音。","Werneror",""
"朝中措","宋","曾惇","幽芳独秀在山林。不怕晓寒侵。应笑钱塘苏小，语娇终带吴音。乘槎归去，云涛万顷，谁是知心。写向生绡屏上，萧然伴我寒衾。绿华居处渺云深。不受一尘侵。细看宜州新句，平生才是知音。凌波一去，平山梦断，谁是关心。惟有青天碧海，知渠夜夜孤衾。","Werneror",""
"朝中措","宋","贾逸祖","青山隐隐水斜斜。修竹两三家。又是水寒山瘦，依然行客遍天涯。天教流落，东西南北，不恨年华。只恨夜来风雨，投明月、老却梅花。","Werneror",""
"朝中措","宋","无名氏","山城水隘小桥傍。竹里早梅芳。纵有丹青图画，难描幽韵清香。妖娆天赋，偏宜素淡，杨氏宫妆。雅态何须艳丽，孤标不在春光。","Werneror",""
"朝中措","宋","马子严","龙荪晚颖破苔纹。英气欲凌云。深处未须留客，春风自掩柴门。蒲团宴坐，轻敲茶臼，细扑炉熏。弹到琴心三叠，鹧鸪啼傍黄昏。","Werneror",""
"朝中措","宋","王玉","杨花绕昼暖风多。晴云点池波。戏数翠萍几靥，零星未碍圆荷。软人天气，半如溽暑，半似清和。说与香篝缊火，酒痕梅却衣罗。","Werneror",""
"朝中措","宋","王武子","画眉人去掩兰房。金鸭懒薰香。有恨只弹珠泪，无人与说衷肠。玉颜云鬓，春花夜月，辜负韶光。闲看枕屏风上，不如画底鸳鸯。","Werneror",""
"朝中措","宋","王炎2","杜鹃声断日曈昽。过雨湿残红。老色菱花影里，客愁蕉叶香中。柳梢飞絮，桃梢结子，断送春风。莫恨春无觅处，明年还在芳丛。","Werneror",""
"朝中措","宋","王彭年","人才七泽盛三湘。前辈敢追望。惭愧史君劝驾，杯前重赐篇章。雷风断送，鱼龙变化，云路蜚骧。德意如何报称，短歌莫写毫芒。","Werneror",""
"朝中措","宋","向滈","平生此地几经过。家近奈情何。长记月斜风劲，小舟犹渡烟波。而今老大，欢消意减，只有愁多。不似旧时心性，夜长听彻渔歌。","Werneror",""
"朝中措","宋","吕本中","病香无力傍栏干。风雨送春还。一枕晓来清梦，无人说似西山。匆匆笑语，时时邂逅，草草杯盘。莫谓杂花时候，便忘梅蕊冲寒。","Werneror",""
"朝中措","宋","吴文英","晚妆慵理瑞云盘。针线傍灯前。燕子不归帘卷，海棠一夜孤眠。踏青人散，遗钿满路，雨打秋千。尚有落花寒在，绿杨未褪春绵。","Werneror",""
"朝中措","宋","张抡","灯花挑尽夜将阑。斜掩小屏山。一点凉蟾窥幔，钏敲玉臂生寒。起来无绪，炉薰烬冷，桐叶声乾。都把沈思幽恨，明朝分付眉端。","Werneror",""
"朝中措","宋","张炎","清明时节雨声哗。潮拥渡头沙。翻被梨花冷看，人生苦恋天涯。燕帘莺户，云窗雾阁，酒醒啼鸦。折得一枝杨柳，归来插向谁家。","Werneror",""
"朝中措","宋","李祁","郎官湖上探春回。初见照江梅。过尽竹溪流水，无人知道花开。佳人何处，江南梦远，殊未归来。唤取小丛教看，隔江烟雨楼台。","Werneror",""
"朝中措","宋","李伯虎","史君清德比清湘。妙政古相望。闲暇恩波万井，笑谈风月千章。殷勤劝驾，几人怀德，刻意腾骧。试问匣中长剑，也应增焕光芒。","Werneror",""
"朝中措","宋","杜安世","养花天气近清明。丝雨酿寒轻。满眼春工如绣。消磨不尽离情。行行又宿，小桃旧坞，芳草邮亭。唤起两眉新恨。绿杨深处啼莺。","Werneror",""
"朝中措","宋","沈端节","天遥野阔雁书空。山远暮云中。目断江南烟雨，□□敧枕春风。功名富贵，何须计较，烟际疏钟。解道浅妆浓抹，从来惟有坡翁。","Werneror",""
"朝中措","宋","陈允平","欲晴又雨雨还晴。时节又清明。红杏墙头燕语，碧桃枝上莺声。轻衫短帽，扁舟小棹，几度旗亭。斗草踏青天气，买花载酒心情。","Werneror",""
"朝中措","宋","陈亮","蓼花风淡水云纤。倚阁卷重帘。索寞败荷翠减，萧疏晚□红添。魂销天末，眉横远岫，斜挂新蟾。谁信故人千里，此时却到眉尖。","Werneror",""
"朝中措","宋","林正大","凌波仙子袜生尘。水上步轻盈。种作寒花愁绝，断肠谁与招魂。天教付与，含香体素，倾国倾城。寂寞岁寒为伴，藉他矾弟梅兄。","Werneror",""
"朝中措","宋","范成大","长年心事寄林扃。尘鬓已星星。芳意不如水远，归心欲与云平。留连一醉，花残日永，雨后山明。从此量船载酒，莫教闲却春情。","Werneror",""
"朝中措","宋","姚述尧2","满城风雨近重阳。小院更凄凉。遥想东篱山色，今年花为谁黄。何妨载酒，登高落帽，物外徜徉。都把渊明诗思，消磨□□□□。","Werneror",""
"朝中措","宋","闾丘次杲","横江一抹是平沙。沙上几千家。得到人家尽处，依然水接天涯。危栏送目，翩翩去鹢，点点归鸦。渔唱不知何处，多应只在芦花。","Werneror",""
"朝中措","宋","晁端礼","短亭杨柳接长亭。攀折赠君行。莫怪尊前无语，大多分外多情。何须苦计，时间利禄，身后功名。且尽十分芳酒，共倾一梦浮生。","Werneror",""
"朝中措","宋","郭世模","青灯听雨夜荒凉。归梦苦难长。坐想玉奁鸳锦，空馀臂粉衣香。枕边共语，窗前执手，帘外啼妆。也是平生薄幸，须还几度思量。","Werneror",""
"朝中措","宋","曹勋","酴醾芳架引繁英。香远透帘清。更与洛阳花市，一齐移在宫庭。琉璃万朵，娇红嫩紫，总是嘉名。殿阁真仙同赏，天颜喜入欢声。","Werneror",""
"朝中措","宋","萧崱","半山社雨欲黄昏。燕子不过门。杨柳染深绿意，海棠啼损红痕。绮寮妆束，宝钗歌舞，玉枕温存。一段旧情有味，十分新恨无言。","Werneror",""
"朝中措","宋","曾觌","金沙架上日璁珑。浓绿衬轻红。花下两行红袖，直疑春在壶中。如今尚觉，惜花爱酒，依旧情浓。无限少年心绪，从教醉倒东风。","Werneror",""
"朝中措","宋","卢炳","晓来天气十分凉。时候近重阳。村落人家潇洒，篱菊有芬芳。年来渐觉，诗肠愈窄，酒量偏狂。好景不须放过，何妨一醉千觞。","Werneror",""
"朝中措","宋","石孝友","乱山叠叠水泠泠。南北短长亭。客路如天杳杳，归心能地宁宁。春光荏苒花期，冷落酒伴飘零。鬓影黄边半白，烧痕黑处重青。","Werneror",""
"朝中措","宋","倪称","森然修竹满晴窗。山色净明妆。无限凄凉古意，白蘋红蓼斜阳。松风一枕借僧床。馥馥桂花香。暂远世尘萦染，坐令心地清凉。","Werneror",""
"浪淘沙令","宋","欧阳修","把酒祝东风，且共从容。垂杨紫陌洛城东。总是当时携手处，游遍芳丛。聚散苦匆匆，此恨无穷。今年花胜去年红。可惜明年花更好，知与谁同？花外倒金翘。饮散无憀。柔桑蔽日柳迷条。此地年时曾一醉，还是春朝。今日举轻桡。帆影飘飘。长亭回首短亭遥。过尽长亭人更远，特地魂销。五岭麦秋残。荔子初丹。绛纱囊里水晶丸。可惜天教生处远，不近长安。往事忆开元。妃子偏怜。一从魂散马嵬关。只有红尘无驿使，满眼骊山。万恨苦绵绵。旧约前欢。桃花溪畔柳阴间。几度日高春垂重，绣户深关。楼外夕阳闲。独自凭阑。一重水隔一重山。水阔山高人不见，有泪无言。今日北池游。漾漾轻舟。波光潋滟柳条柔。如此春来春又去，白了人头。好妓好歌喉。不醉难休。劝君满满酌金瓯。纵使花时常病酒，也是风流。","Werneror",""
"浪淘沙令","宋","杜安世","后约无凭。往事堪惊。秋蛩永夜绕床鸣。展转寻思求好梦，还又难成。愁思若浮云。消尽重生。佳人何处独盈盈。可惜一天无用月，照空为谁明。又是春暮。落花飞絮。子规啼尽断肠声，秋千庭院，红旗彩索，淡烟疏雨。念念相思苦。黛眉长聚。碧池惊散睡鸳鸯，当初容易分飞去。恨孤儿欢侣。帘外微风。云雨回踪。银釭烬冷锦帏中。枕上深盟，年少心事，陡顿成空。岭外白头翁。到没由逢。一床鸳被叠香红。明月满庭花似绣，闷不见虫虫。","Werneror",""
"浪淘沙令","宋","无名氏","春色入横塘。变尽凄凉。青梢弄粉雪溪傍。疑是化工偏著意，欲试新妆。玉蓓锁春藏。占断寒芳。他时鼎鼐不须忙。泄漏清香方有思，别是春光。雪里暗香浓。乍吐琼英。横斜疏影月明中。学傅胭脂桃与杏，虚废春工。素艳有谁同。不并妖红。应如褒姒笑时容。绝胜梨花春带雨，旖旎春风。村左小溪傍。粉黛宜芳。寒添潇洒冷添霜。清瘦几枝堪入画，竹映苔墙。疏影浸横塘。月暗浮香。当时曾伴寿阳妆。不似东君先倚槛，泄漏春光。","Werneror",""
"浪淘沙令","宋","宋先生","我有一张琴。随坐随行。无弦胜似有弦声。欲对人前弹一曲，不遇知音。夜静响琤轰。神鬼俱惊。惊天动地若雷鸣。只候功成归去后，携向蓬瀛。师指炼金丹。牢锁金关。工夫进火莫交闲。向己澄心观内景，闪电眉间。妙用在泥丸。神思难看。愚迷不悟隔千山。悟即如同观返掌，出世何难。铅汞要加添。火候频煎。体中气足返阳全。养就婴儿并姹女，同坐同眠。髓实自身坚。运满三田。刀圭服了得神仙。只候功成并行满，独步朝元。","Werneror",""
"浪淘沙令","宋","程垓","才合又轻离。心事多违。小窗灯影记亲移。可奈酒酣花困处，不省人归。山翠又如眉。肠断幽期。相思有梦阿谁知。莫遣重来风絮乱，不似当时。老去懒寻花。独自生涯。几枝疏影浸窗纱。昨夜月来人不睡，看尽横斜。门外欲啼鸦。香意凌霞。从渠千树绕人家。世上一枝元也足，不要随他。","Werneror",""
"浪淘沙令","宋","吴琚","云叶弄轻阴。屋角鸠鸣。青梅著子欲生仁。冷落江天寒食雨，花事关情。池馆昼盈盈。人醉寒轻。一川芳草只销凝。时有入帘新燕子，明日清明。岸柳可藏鸦。路转溪斜。忘机鸥鹭立汀沙。咫尺钟山迷望眼，一半云遮。临水整乌纱。两鬓苍华。故乡心事在天涯。几日不来春便老，开尽桃花。","Werneror",""
"浪淘沙令","宋","张孝祥","琪树间瑶林。春意深深。梅花还被晓寒禁。竹里一枝斜向我，欲诉芳心。楼外卷重阴。玉界沈沈。何人低唱醉泥金。掠水飞来双翠碧，应寄归音。溪练写寒林。云重烟深。楼高风恶酒难禁。徙倚阑干谁共语，江上愁心。清兴满山阴。鸿断鱼沈。一书何啻值千金。独抚瑶徽弦欲断，凭寄知音。","Werneror",""
"浪淘沙令","宋","吕本中","柳色过疏篱。花又离披。旧时心绪没人知。记得一年寒食下，独自归时。归后却寻伊。月上嫌迟。十分斟酒不推辞。将为老来浑忘却，因甚沾衣。柳塘新涨。艇子操双桨。闲倚曲楼成怅望。是处春愁一样。傍人几点飞花。夕阳又送栖鸦。试问画楼西畔，暮云恐近天涯。","Werneror",""
"浪淘沙令","宋","宋祁","少年不管。流光如箭。因循不觉韶光换。至如今，始惜月满、花满、酒满。扁舟欲解垂杨岸。尚同欢宴。日斜歌阕将分散。倚兰桡，望水远、天远、人远。","Werneror",""
"浪淘沙令","宋","李清照","帘外五更风。吹梦无踪。画楼重上与谁同。记得玉钗斜拨火，宝篆成空。回首紫金峰。雨润烟浓。一江春浪醉醒中。留得罗襟前日泪，弹与征鸿。","Werneror",""
"浪淘沙令","宋","幼卿","目送楚云空。前事无踪。谩留遗恨锁眉峰。自是荷花开较晚，孤负东风。客馆叹飘蓬。聚散匆匆。扬鞭那忍骤花骢。望断斜阳人不见，满袖啼红。","Werneror",""
"浪淘沙令","宋","毛幵","帘幕燕双飞。春共人归。东风恻恻雨霏霏。水满西池花满地，追惜芳菲。回首昔游非。别梦依稀。一成春瘦不胜衣。无限楼前伤远意，芳草斜晖。","Werneror",""
"浪淘沙令","宋","王安石","伊吕两衰翁。历遍穷通。一为钓叟一耕佣。若使当时身不遇，老了英雄。汤武偶相逢。风虎云龙。兴王祗在笑谈中。直至如今千载后，谁与争功。","Werneror",""
"浪淘沙令","宋","王观","素手水晶盘。垒起仙丸。红绡剪碎却成团。逗得安排金粟遍，何似鸡冠。味胜玉浆寒。只被宜酸。莫将荔子一般看。色淡香消僝僽损，才到长安。","Werneror",""
"浪淘沙令","宋","王庭圭","翠袖卷轻纱。玉腕慵遮。蕊珠宫殿倚彤霞。不愤江南梅信早，争下香车。月露洗凝华。艳压群葩。暗传春信到天涯。试问东风谁第一，先到人家。","Werneror",""
"浪淘沙令","宋","邓剡","疏雨洗天晴。枕簟凉生。井梧一叶做秋声。谁念客身轻似叶，千里飘零。梦断古台城。月淡潮平。便须携酒访新亭。不见当时王谢宅，烟草青青。","Werneror",""
"浪淘沙令","宋","玉英","塞上早春时。暖律犹微。柳舒金线拂回堤。料得江乡应更好，开尽梅溪。昼漏渐迟迟。愁损仙机。几回无语敛双眉。凭遍阑干十二曲，日下楼西。","Werneror",""
"浪淘沙令","宋","石孝友","好恨这风儿。催俺分离。船儿吹得去如飞。因甚眉儿吹不展，叵耐风儿。不是这船儿。载起相思。船儿若念我孤恓。载取人人篷底睡，感谢风儿。","Werneror",""
"浪淘沙令","宋","向希尹","结客去登楼。谁系兰舟。半篙清涨雨初收。把酒留春春不住，柳暗江头。老去怕闲愁。莫莫休休。晚来风恶下帘钩。试问落花随水去，还解西流。","Werneror",""
"浪淘沙令","宋","吕渭老","纤指捧玻璃。莫惜重持。自离阆苑失回期。门掩东风桃著子，帘影迟迟。楼上正横篦。荷气沾衣。谁将名玉碾花枝。不比寻常红与紫，取次芳菲。","Werneror",""
"浪淘沙令","宋","吴元可","浅约未曾来。一径苍苔。缃桃无数棘花开。怪得闭门机杼静，挑菜初回。幽树鸟声催。欲去徘徊。□□别久易相猜。幽绪一晴无处著，戏打青梅。","Werneror",""
